station,termin,prestas0,tre200s0,rre150z0,fkl010z1,ua2200s0,ta1200s0,ta2200s0,ra1150z0,ua1200s0,fkl010z0,dkl010z0,gor000z0,uor200s0,da1010z0,fa1010z0,pa1stas0,ycoml1s0,ycomirs0
10769,20211216130000,659.80,10.60,None,None,None,None,None,None,None,6.20,40.00,437.00,71.10,None,None,None,None,1.00
10769,20211216140000,659.70,9.90,None,None,None,None,None,None,None,4.70,111.00,226.00,55.40,None,None,None,None,1.00
10769,20211216150000,660.10,8.10,None,None,None,None,None,None,None,6.40,128.00,73.00,50.20,None,None,None,None,1.00
10769,20211216160000,660.60,5.40,None,None,None,None,None,None,None,4.10,166.00,0.00,66.10,None,None,None,None,1.00
10769,20211216170000,660.90,5.40,None,None,None,None,None,None,None,9.50,141.00,0.00,60.20,None,None,None,None,1.00
10769,20211216180000,661.30,5.50,None,None,None,None,None,None,None,11.60,136.00,0.00,68.80,None,None,None,None,1.00
10769,20211216190000,661.40,5.60,None,None,None,None,None,None,None,12.30,137.00,0.00,50.00,None,None,None,None,1.00
10769,20211216200000,661.00,6.20,None,None,None,None,None,None,None,13.20,121.00,0.00,41.70,None,None,None,None,1.00
10769,20211216210000,660.80,5.80,None,None,None,None,None,None,None,13.00,129.00,0.00,43.20,None,None,None,None,1.00
10769,20211216220000,660.10,5.70,None,None,None,None,None,None,None,12.90,117.00,0.00,36.40,None,None,None,None,1.00
10769,20211216230000,659.60,6.00,None,None,None,None,None,None,None,14.20,125.00,0.00,35.40,None,None,None,None,1.00
10769,20211217000000,658.90,5.90,None,None,None,None,None,None,None,16.20,119.00,0.00,31.50,None,None,None,None,1.00
10769,20211217010000,658.70,5.40,None,None,None,None,None,None,None,15.90,137.00,0.00,31.50,None,None,None,None,1.00
10769,20211217020000,659.10,5.60,None,None,None,None,None,None,None,17.30,137.00,0.00,30.30,None,None,None,None,1.00
10769,20211217030000,659.50,5.40,None,None,None,None,None,None,None,10.90,128.00,0.00,29.10,None,None,None,None,1.00
10769,20211217040000,659.40,6.20,None,None,None,None,None,None,None,14.60,131.00,84.00,26.80,None,None,None,None,1.00
10769,20211217050000,660.30,8.00,None,None,None,None,None,None,None,16.10,131.00,333.00,28.30,None,None,None,None,1.00
10769,20211217060000,660.60,9.30,None,None,None,None,None,None,None,16.80,130.00,595.00,30.80,None,None,None,None,1.00
10769,20211217070000,660.80,10.30,None,None,None,None,None,None,None,15.40,123.00,785.00,31.70,None,None,None,None,1.00
10769,20211217080000,661.60,11.90,None,None,None,None,None,None,None,6.10,103.00,954.00,33.30,None,None,None,None,1.00
10769,20211217090000,661.60,11.40,None,None,None,None,None,None,None,7.40,59.00,1056.00,39.60,None,None,None,None,1.00
10769,20211217100000,661.40,13.60,None,None,None,None,None,None,None,4.80,56.00,1085.00,43.40,None,None,None,None,1.00
10769,20211217110000,660.80,10.70,None,None,None,None,None,None,None,5.80,315.00,913.00,71.30,None,None,None,None,1.00
10769,20211217120000,660.20,8.90,None,None,None,None,None,None,None,2.20,299.00,431.00,79.50,None,None,None,None,1.00
10769,20211217130000,660.20,8.10,None,None,None,None,None,None,None,3.00,265.00,461.00,83.80,None,None,None,None,1.00
10769,20211217140000,660.20,6.90,None,None,None,None,None,None,None,2.70,328.00,99.00,90.90,None,None,None,None,1.00
10769,20211217150000,660.40,7.30,None,None,None,None,None,None,None,2.30,31.00,66.00,82.90,None,None,None,None,1.00
10769,20211217160000,660.90,5.50,None,None,None,None,None,None,None,0.80,172.00,0.00,77.10,None,None,None,None,1.00
10769,20211217170000,661.40,5.50,None,None,None,None,None,None,None,2.70,68.00,0.00,84.50,None,None,None,None,1.00
10769,20211217180000,661.80,5.90,None,None,None,None,None,None,None,2.20,148.00,0.00,77.50,None,None,None,None,1.00
10769,20211217190000,661.70,5.80,None,None,None,None,None,None,None,8.10,167.00,0.00,78.90,None,None,None,None,1.00
10769,20211217200000,662.00,6.10,None,None,None,None,None,None,None,5.40,242.00,0.00,79.30,None,None,None,None,1.00
10769,20211217210000,661.70,5.30,None,None,None,None,None,None,None,1.00,115.00,0.00,83.70,None,None,None,None,1.00
10769,20211217220000,660.80,5.70,None,None,None,None,None,None,None,8.40,128.00,0.00,90.90,None,None,None,None,1.00
10769,20211217230000,660.60,5.60,None,None,None,None,None,None,None,5.20,126.00,0.00,94.70,None,None,None,None,1.00
10769,20211218000000,660.30,6.00,None,None,None,None,None,None,None,8.00,113.00,0.00,92.30,None,None,None,None,1.00
10769,20211218010000,660.30,5.80,None,None,None,None,None,None,None,3.20,101.00,0.00,95.30,None,None,None,None,1.00
10769,20211218020000,660.50,5.50,None,None,None,None,None,None,None,2.60,51.00,0.00,96.10,None,None,None,None,1.00
10769,20211218030000,660.80,5.60,None,None,None,None,None,None,None,7.00,95.00,0.00,97.00,None,None,None,None,1.00
10769,20211218040000,661.00,5.40,None,None,None,None,None,None,None,10.10,112.00,18.00,97.50,None,None,None,None,1.00
10769,20211218050000,661.40,5.50,None,None,None,None,None,None,None,10.90,121.00,56.00,97.70,None,None,None,None,1.00
10769,20211218060000,661.80,6.50,None,None,None,None,None,None,None,7.90,129.00,476.00,95.20,None,None,None,None,1.00
10769,20211218070000,662.30,9.20,None,None,None,None,None,None,None,5.30,136.00,755.00,79.30,None,None,None,None,1.00
10769,20211218080000,662.40,8.80,None,None,None,None,None,None,None,1.40,275.00,802.00,94.90,None,None,None,None,1.00
10769,20211218090000,662.00,7.90,None,None,None,None,None,None,None,2.30,239.00,239.00,96.90,None,None,None,None,1.00
10769,20211218100000,661.40,10.90,None,None,None,None,None,None,None,3.80,130.00,424.00,72.50,None,None,None,None,1.00
10769,20211218110000,660.80,8.90,None,None,None,None,None,None,None,7.20,263.00,603.00,89.40,None,None,None,None,1.00
10769,20211218120000,660.60,8.30,None,None,None,None,None,None,None,3.90,275.00,189.00,96.10,None,None,None,None,1.00
10769,20211218130000,660.40,7.90,None,None,None,None,None,None,None,2.70,253.00,123.00,96.90,None,None,None,None,1.00
10769,20211218140000,660.40,7.70,None,None,None,None,None,None,None,4.00,280.00,74.00,95.70,None,None,None,None,1.00
10769,20211218150000,660.70,7.50,None,None,None,None,None,None,None,2.50,258.00,41.00,96.70,None,None,None,None,1.00
10769,20211218160000,661.30,7.10,None,None,None,None,None,None,None,0.00,0.00,0.00,93.40,None,None,None,None,1.00
10769,20211218170000,661.80,6.30,None,None,None,None,None,None,None,1.60,193.00,0.00,90.20,None,None,None,None,1.00
10769,20211218180000,662.20,5.40,None,None,None,None,None,None,None,2.30,194.00,0.00,91.80,None,None,None,None,1.00
10769,20211218190000,662.60,6.10,None,None,None,None,None,None,None,0.00,0.00,0.00,86.90,None,None,None,None,1.00
10769,20211218200000,662.60,6.50,None,None,None,None,None,None,None,1.20,76.00,0.00,89.20,None,None,None,None,1.00
10769,20211218210000,662.30,6.10,None,None,None,None,None,None,None,6.00,148.00,0.00,89.50,None,None,None,None,1.00
10769,20211218220000,661.80,6.50,None,None,None,None,None,None,None,7.10,141.00,0.00,78.80,None,None,None,None,1.00
10769,20211218230000,661.30,6.00,None,None,None,None,None,None,None,5.50,127.00,0.00,85.50,None,None,None,None,1.00
10769,20211219000000,660.90,5.70,None,None,None,None,None,None,None,5.10,119.00,0.00,86.80,None,None,None,None,1.00
10769,20211219010000,660.90,5.60,None,None,None,None,None,None,None,5.40,128.00,0.00,89.10,None,None,None,None,1.00
10769,20211219020000,661.10,5.70,None,None,None,None,None,None,None,3.60,140.00,0.00,90.20,None,None,None,None,1.00
10769,20211219030000,660.90,5.50,None,None,None,None,None,None,None,8.40,115.00,0.00,92.60,None,None,None,None,1.00
10769,20211219040000,661.10,5.70,None,None,None,None,None,None,None,9.10,127.00,33.00,93.90,None,None,None,None,1.00
10769,20211219050000,661.60,6.50,None,None,None,None,None,None,None,11.20,122.00,201.00,91.30,None,None,None,None,1.00
10769,20211219060000,662.50,7.80,None,None,None,None,None,None,None,8.60,109.00,426.00,88.30,None,None,None,None,1.00
10769,20211219070000,662.50,7.80,None,None,None,None,None,None,None,7.00,94.00,301.00,91.20,None,None,None,None,1.00
10769,20211219080000,662.10,8.90,None,None,None,None,None,None,None,7.00,129.00,759.00,89.60,None,None,None,None,1.00
10769,20211219090000,661.40,9.40,None,None,None,None,None,None,None,10.60,120.00,482.00,79.70,None,None,None,None,1.00
10769,20211219100000,661.30,12.10,None,None,None,None,None,None,None,6.50,132.00,1145.00,65.40,None,None,None,None,1.00
10769,20211219110000,661.00,11.30,None,None,None,None,None,None,None,2.60,111.00,845.00,69.80,None,None,None,None,1.00
10769,20211219120000,660.40,11.60,None,None,None,None,None,None,None,8.90,114.00,877.00,65.60,None,None,None,None,1.00
10769,20211219130000,660.10,12.00,None,None,None,None,None,None,None,3.50,106.00,679.00,64.10,None,None,None,None,1.00
10769,20211219140000,660.40,9.80,None,None,None,None,None,None,None,4.40,101.00,205.00,72.10,None,None,None,None,1.00
10769,20211220180000,662.20,6.80,None,None,None,None,None,None,None,11.20,126.00,0.00,80.50,None,None,None,None,1.00
10769,20211220190000,662.30,6.10,None,None,None,None,None,None,None,8.50,134.00,0.00,81.20,None,None,None,None,1.00
10769,20211220200000,661.90,5.80,None,None,None,None,None,None,None,9.30,132.00,0.00,76.10,None,None,None,None,1.00
10769,20211220210000,662.10,6.60,None,None,None,None,None,None,None,5.70,120.00,0.00,88.80,None,None,None,None,1.00
10769,20211220220000,None,None,None,None,None,None,None,None,None,None,None,0.00,None,None,None,None,None,1.00
10769,20211220230000,None,None,None,None,None,None,None,None,None,None,None,0.00,None,None,None,None,None,1.00
10769,20211221000000,None,None,None,None,None,None,None,None,None,None,None,0.00,None,None,None,None,None,1.00
10769,20211221010000,660.50,5.80,None,None,None,None,None,None,None,12.80,113.00,0.00,94.90,None,None,None,None,1.00
10769,20211221020000,660.30,5.50,None,None,None,None,None,None,None,15.00,115.00,0.00,95.00,None,None,None,None,1.00
10769,20211221030000,660.60,5.40,None,None,None,None,None,None,None,12.20,124.00,0.00,94.10,None,None,None,None,1.00
10769,20211221040000,661.10,5.50,None,None,None,None,None,None,None,16.30,120.00,39.00,92.80,None,None,None,None,1.00
10769,20211221050000,None,None,None,None,None,None,None,None,None,None,None,30.00,None,None,None,None,None,1.00
10769,20211221060000,661.90,6.50,None,None,None,None,None,None,None,12.40,119.00,463.00,91.90,None,None,None,None,1.00
10769,20211221070000,661.80,8.20,None,None,None,None,None,None,None,10.60,109.00,542.00,86.60,None,None,None,None,1.00
10769,20211221080000,662.10,9.00,None,None,None,None,None,None,None,10.80,116.00,774.00,81.50,None,None,None,None,1.00
10769,20211221090000,661.90,9.30,None,None,None,None,None,None,None,7.90,116.00,696.00,86.80,None,None,None,None,1.00
10769,20211221100000,661.80,10.30,None,None,None,None,None,None,None,2.40,112.00,921.00,74.50,None,None,None,None,1.00
10769,20211221110000,661.20,7.70,None,None,None,None,None,None,None,10.70,121.00,555.00,90.70,None,None,None,None,1.00
10769,20211221120000,660.70,9.00,None,None,None,None,None,None,None,6.70,132.00,491.00,78.80,None,None,None,None,1.00
10769,20211221130000,660.60,10.50,None,None,None,None,None,None,None,3.80,136.00,641.00,66.70,None,None,None,None,1.00
10769,20211221140000,660.90,9.00,None,None,None,None,None,None,None,1.60,337.00,157.00,89.20,None,None,None,None,1.00
10769,20211221150000,661.20,7.90,None,None,None,None,None,None,None,5.40,107.00,65.00,83.70,None,None,None,None,1.00
10769,20211221160000,661.70,7.00,None,None,None,None,None,None,None,1.30,100.00,0.00,82.30,None,None,None,None,1.00
10769,20211221170000,662.00,7.00,None,None,None,None,None,None,None,6.20,135.00,0.00,88.30,None,None,None,None,1.00
10769,20211221180000,None,None,None,None,None,None,None,None,None,None,None,0.00,None,None,None,None,None,1.00
10769,20211221190000,661.90,6.30,None,None,None,None,None,None,None,13.10,134.00,0.00,88.80,None,None,None,None,1.00
10769,20211221200000,662.00,6.40,None,None,None,None,None,None,None,7.10,139.00,0.00,86.60,None,None,None,None,1.00
10769,20211221210000,662.20,6.30,None,None,None,None,None,None,None,3.50,167.00,0.00,84.40,None,None,None,None,1.00
10769,20211221220000,661.60,6.60,None,None,None,None,None,None,None,4.90,143.00,0.00,82.70,None,None,None,None,1.00
10769,20211221230000,660.10,6.50,None,None,None,None,None,None,None,14.10,132.00,0.00,81.70,None,None,None,None,1.00
10769,20211222000000,659.60,6.30,None,None,None,None,None,None,None,10.80,130.00,0.00,83.70,None,None,None,None,1.00
10769,20211222010000,659.60,6.00,None,None,None,None,None,None,None,14.60,133.00,0.00,84.40,None,None,None,None,1.00
10769,20211222020000,659.90,6.00,None,None,None,None,None,None,None,10.40,135.00,0.00,88.00,None,None,None,None,1.00
10769,20211222030000,660.10,6.00,None,None,None,None,None,None,None,9.50,137.00,0.00,87.20,None,None,None,None,1.00
10769,20211222040000,660.90,6.80,None,None,None,None,None,None,None,2.70,162.00,56.00,84.30,None,None,None,None,1.00
10769,20211222050000,661.10,6.70,None,None,None,None,None,None,None,9.20,131.00,152.00,87.10,None,None,None,None,1.00
10769,20211222060000,661.20,7.70,None,None,None,None,None,None,None,11.10,152.00,367.00,85.50,None,None,None,None,1.00
10769,20211222070000,661.50,10.10,None,None,None,None,None,None,None,4.50,147.00,858.00,76.70,None,None,None,None,1.00
10769,20211222080000,661.60,9.40,None,None,None,None,None,None,None,4.40,3.00,1157.00,96.30,None,None,None,None,1.00
10769,20211222090000,661.30,12.70,None,None,None,None,None,None,None,4.70,27.00,787.00,71.40,None,None,None,None,1.00
10769,20211222100000,660.90,7.90,None,None,None,None,None,None,None,2.30,290.00,379.00,96.60,None,None,None,None,1.00
10769,20211222110000,660.30,8.80,None,None,None,None,None,None,None,1.60,17.00,548.00,97.40,None,None,None,None,1.00
10769,20211222120000,660.10,7.50,None,None,None,None,None,None,None,1.40,270.00,276.00,97.10,None,None,None,None,1.00
10769,20211222130000,660.90,7.60,None,None,None,None,None,None,None,3.10,271.00,186.00,97.50,None,None,None,None,1.00
10769,20211222140000,660.80,7.70,None,None,None,None,None,None,None,1.40,320.00,55.00,97.30,None,None,None,None,1.00
10769,20211222150000,660.50,7.40,None,None,None,None,None,None,None,2.10,23.00,48.00,97.20,None,None,None,None,1.00
10769,20211222160000,660.70,5.30,None,None,None,None,None,None,None,2.00,187.00,0.00,97.00,None,None,None,None,1.00
10769,20211222170000,661.30,6.90,None,None,None,None,None,None,None,6.70,158.00,0.00,78.40,None,None,None,None,1.00
10769,20211222180000,661.70,6.60,None,None,None,None,None,None,None,6.30,154.00,0.00,79.10,None,None,None,None,1.00
10769,20211222190000,661.90,6.90,None,None,None,None,None,None,None,4.20,137.00,0.00,78.50,None,None,None,None,1.00
10769,20211222200000,661.70,5.70,None,None,None,None,None,None,None,10.90,121.00,0.00,89.90,None,None,None,None,1.00
10769,20211222210000,661.40,7.30,None,None,None,None,None,None,None,7.00,140.00,0.00,76.60,None,None,None,None,1.00
10769,20211222220000,661.00,5.90,None,None,None,None,None,None,None,1.60,251.00,0.00,97.10,None,None,None,None,1.00
10769,20211222230000,660.30,6.10,None,None,None,None,None,None,None,5.10,142.00,0.00,95.80,None,None,None,None,1.00
10769,20211223000000,660.00,5.50,None,None,None,None,None,None,None,7.90,128.00,0.00,94.60,None,None,None,None,1.00
10769,20211223010000,660.00,6.30,None,None,None,None,None,None,None,7.10,133.00,0.00,88.80,None,None,None,None,1.00
10769,20211223020000,660.00,5.90,None,None,None,None,None,None,None,8.20,123.00,0.00,89.60,None,None,None,None,1.00
10769,20211223030000,659.80,5.50,None,None,None,None,None,None,None,13.50,135.00,0.00,89.70,None,None,None,None,1.00
10769,20211223040000,660.20,6.00,None,None,None,None,None,None,None,8.80,131.00,32.00,82.80,None,None,None,None,1.00
10769,20211223050000,660.30,8.30,None,None,None,None,None,None,None,11.80,132.00,350.00,73.40,None,None,None,None,1.00
10769,20211223060000,661.30,10.20,None,None,None,None,None,None,None,10.40,142.00,585.00,63.70,None,None,None,None,1.00
10769,20211223070000,660.80,11.10,None,None,None,None,None,None,None,12.40,125.00,802.00,63.00,None,None,None,None,1.00
10769,20211223080000,660.80,12.40,None,None,None,None,None,None,None,6.00,125.00,954.00,60.70,None,None,None,None,1.00
10769,20211223090000,660.70,12.10,None,None,None,None,None,None,None,1.20,53.00,995.00,73.20,None,None,None,None,1.00
10769,20211223100000,660.50,9.60,None,None,None,None,None,None,None,1.90,360.00,410.00,90.70,None,None,None,None,1.00
10769,20211223110000,660.00,10.90,None,None,None,None,None,None,None,2.30,71.00,382.00,64.60,None,None,None,None,1.00
10769,20211223120000,659.70,7.60,None,None,None,None,None,None,None,1.40,28.00,332.00,92.80,None,None,None,None,1.00
10769,20211223130000,659.40,10.60,None,None,None,None,None,None,None,6.40,309.00,278.00,84.60,None,None,None,None,1.00
10769,20211223140000,659.70,8.40,None,None,None,None,None,None,None,2.10,309.00,193.00,96.70,None,None,None,None,1.00
10769,20211223150000,659.70,7.40,None,None,None,None,None,None,None,0.90,18.00,26.00,95.00,None,None,None,None,1.00
10769,20211223160000,660.00,6.20,None,None,None,None,None,None,None,0.90,257.00,0.00,96.60,None,None,None,None,1.00
10769,20211223170000,660.70,6.90,None,None,None,None,None,None,None,4.00,97.00,0.00,96.40,None,None,None,None,1.00
10769,20211223180000,661.00,6.30,None,None,None,None,None,None,None,7.30,137.00,0.00,92.20,None,None,None,None,1.00
10769,20211223190000,661.10,6.00,None,None,None,None,None,None,None,9.50,135.00,0.00,88.90,None,None,None,None,1.00
10769,20211223200000,661.40,6.70,None,None,None,None,None,None,None,2.80,229.00,0.00,89.30,None,None,None,None,1.00
10769,20211223210000,661.20,5.90,None,None,None,None,None,None,None,0.40,126.00,0.00,96.10,None,None,None,None,1.00
10769,20211223220000,660.80,6.10,None,None,None,None,None,None,None,1.60,264.00,0.00,97.00,None,None,None,None,1.00
10769,20211223230000,660.30,5.50,None,None,None,None,None,None,None,1.40,193.00,0.00,96.80,None,None,None,None,1.00
10769,20211224000000,659.70,4.30,None,None,None,None,None,None,None,6.30,136.00,0.00,97.40,None,None,None,None,1.00
10769,20211224010000,659.40,4.30,None,None,None,None,None,None,None,9.10,112.00,0.00,97.30,None,None,None,None,1.00
10769,20211224020000,659.80,4.40,None,None,None,None,None,None,None,6.10,118.00,0.00,97.50,None,None,None,None,1.00
10769,20211224030000,660.00,5.20,None,None,None,None,None,None,None,6.40,107.00,0.00,96.90,None,None,None,None,1.00
10769,20211224040000,660.20,6.30,None,None,None,None,None,None,None,7.80,144.00,32.00,88.90,None,None,None,None,1.00
10769,20211224050000,660.70,6.20,None,None,None,None,None,None,None,10.20,132.00,125.00,91.00,None,None,None,None,1.00
10769,20211224060000,661.20,7.10,None,None,None,None,None,None,None,6.60,132.00,386.00,88.70,None,None,None,None,1.00
10769,20211224070000,661.50,8.30,None,None,None,None,None,None,None,6.40,115.00,535.00,81.00,None,None,None,None,1.00
10769,20211224080000,661.70,9.30,None,None,None,None,None,None,None,2.40,315.00,619.00,87.50,None,None,None,None,1.00
10769,20211224090000,661.30,8.30,None,None,None,None,None,None,None,2.50,300.00,253.00,89.60,None,None,None,None,1.00
10769,20211224100000,660.80,8.50,None,None,None,None,None,None,None,4.60,281.00,241.00,90.70,None,None,None,None,1.00
10769,20211224110000,660.20,8.10,None,None,None,None,None,None,None,3.20,293.00,210.00,94.60,None,None,None,None,1.00
10769,20211224120000,659.70,8.80,None,None,None,None,None,None,None,5.40,282.00,209.00,89.50,None,None,None,None,1.00
10769,20211224130000,659.60,9.10,None,None,None,None,None,None,None,3.00,274.00,206.00,87.60,None,None,None,None,1.00
10769,20211224140000,660.00,7.70,None,None,None,None,None,None,None,2.50,331.00,86.00,96.90,None,None,None,None,1.00
10769,20211224150000,660.40,7.50,None,None,None,None,None,None,None,1.30,277.00,26.00,97.00,None,None,None,None,1.00
10769,20211224160000,660.50,5.50,None,None,None,None,None,None,None,1.80,136.00,0.00,89.10,None,None,None,None,1.00
10769,20211224170000,661.00,5.60,None,None,None,None,None,None,None,3.00,182.00,0.00,95.70,None,None,None,None,1.00
10769,20211224180000,661.40,5.90,None,None,None,None,None,None,None,1.30,230.00,0.00,90.20,None,None,None,None,1.00
10769,20211224190000,661.40,6.00,None,None,None,None,None,None,None,0.70,199.00,0.00,89.60,None,None,None,None,1.00
10769,20211224200000,661.30,6.50,None,None,None,None,None,None,None,1.80,215.00,0.00,91.40,None,None,None,None,1.00
10769,20211224210000,660.90,5.40,None,None,None,None,None,None,None,1.00,232.00,0.00,89.90,None,None,None,None,1.00
10769,20211224220000,660.20,4.80,None,None,None,None,None,None,None,2.50,195.00,0.00,90.60,None,None,None,None,1.00
10769,20211224230000,660.00,4.50,None,None,None,None,None,None,None,1.20,163.00,0.00,88.70,None,None,None,None,1.00
10769,20211225000000,659.60,4.90,None,None,None,None,None,None,None,6.90,109.00,0.00,89.00,None,None,None,None,1.00
10769,20211225010000,659.90,5.20,None,None,None,None,None,None,None,4.90,140.00,0.00,89.90,None,None,None,None,1.00
10769,20211225020000,660.30,5.60,None,None,None,None,None,None,None,5.00,100.00,0.00,91.10,None,None,None,None,1.00
10769,20211225030000,660.50,4.60,None,None,None,None,None,None,None,7.70,126.00,0.00,91.50,None,None,None,None,1.00
10769,20211225040000,660.90,5.30,None,None,None,None,None,None,None,6.10,115.00,12.00,92.00,None,None,None,None,1.00
10769,20211225050000,661.20,4.90,None,None,None,None,None,None,None,10.00,100.00,88.00,91.00,None,None,None,None,1.00
10769,20211225060000,661.50,6.40,None,None,None,None,None,None,None,8.20,98.00,404.00,80.60,None,None,None,None,1.00
10769,20211225070000,661.80,7.40,None,None,None,None,None,None,None,8.20,106.00,361.00,74.10,None,None,None,None,1.00
10769,20211225080000,661.70,8.80,None,None,None,None,None,None,None,5.70,107.00,542.00,72.20,None,None,None,None,1.00
10769,20211225090000,661.40,9.80,None,None,None,None,None,None,None,4.90,51.00,646.00,70.60,None,None,None,None,1.00
10769,20211225100000,660.90,10.30,None,None,None,None,None,None,None,5.90,102.00,837.00,70.20,None,None,None,None,1.00
10769,20211225110000,660.40,8.80,None,None,None,None,None,None,None,3.80,293.00,307.00,89.70,None,None,None,None,1.00
10769,20211225120000,660.00,7.60,None,None,None,None,None,None,None,2.40,224.00,52.00,95.90,None,None,None,None,1.00
10769,20211225130000,659.80,8.30,None,None,None,None,None,None,None,5.60,131.00,311.00,86.30,None,None,None,None,1.00
10769,20211225140000,660.10,8.00,None,None,None,None,None,None,None,2.40,331.00,101.00,92.10,None,None,None,None,1.00
10769,20211225150000,660.50,7.40,None,None,None,None,None,None,None,0.90,309.00,13.00,96.70,None,None,None,None,1.00
10769,20211225160000,660.70,6.40,None,None,None,None,None,None,None,3.10,196.00,0.00,88.70,None,None,None,None,1.00
10769,20211225170000,661.30,6.80,None,None,None,None,None,None,None,1.40,157.00,0.00,92.60,None,None,None,None,1.00
10769,20211225180000,661.80,5.20,None,None,None,None,None,None,None,4.90,120.00,0.00,85.00,None,None,None,None,1.00
10769,20211225190000,661.50,6.00,None,None,None,None,None,None,None,5.10,138.00,0.00,87.30,None,None,None,None,1.00
10769,20211225200000,661.30,6.10,None,None,None,None,None,None,None,6.50,133.00,0.00,87.70,None,None,None,None,1.00
10769,20211225210000,661.40,6.40,None,None,None,None,None,None,None,5.70,91.00,0.00,90.10,None,None,None,None,1.00
10769,20211225220000,660.90,6.10,None,None,None,None,None,None,None,2.40,89.00,0.00,91.90,None,None,None,None,1.00
10769,20211225230000,660.10,6.90,None,None,None,None,None,None,None,None,None,0.00,90.70,None,None,None,None,1.00
10769,20211226000000,660.10,5.90,None,None,None,None,None,None,None,3.40,114.00,0.00,92.50,None,None,None,None,1.00
10769,20211226010000,660.00,5.90,None,None,None,None,None,None,None,5.40,125.00,0.00,90.70,None,None,None,None,1.00
10769,20211226020000,660.00,5.30,None,None,None,None,None,None,None,6.50,124.00,0.00,87.80,None,None,None,None,1.00
10769,20211226030000,660.10,5.40,None,None,None,None,None,None,None,7.60,135.00,0.00,88.60,None,None,None,None,1.00
10769,20211226040000,660.50,5.80,None,None,None,None,None,None,None,5.00,118.00,46.00,87.90,None,None,None,None,1.00
10769,20211226050000,661.00,5.90,None,None,None,None,None,None,None,7.40,116.00,131.00,90.20,None,None,None,None,1.00
10769,20211226060000,661.50,5.70,None,None,None,None,None,None,None,8.00,111.00,126.00,95.70,None,None,None,None,1.00
10769,20211226070000,661.70,7.10,None,None,None,None,None,None,None,6.90,105.00,330.00,92.60,None,None,None,None,1.00
10769,20211226080000,661.50,7.70,None,None,None,None,None,None,None,6.00,98.00,441.00,89.80,None,None,None,None,1.00
10769,20211226090000,661.10,9.10,None,None,None,None,None,None,None,8.40,109.00,403.00,78.10,None,None,None,None,1.00
10769,20211226100000,661.00,8.90,None,None,None,None,None,None,None,8.70,108.00,310.00,80.10,None,None,None,None,1.00
10769,20211226110000,660.50,9.40,None,None,None,None,None,None,None,5.90,110.00,285.00,75.00,None,None,None,None,1.00
10769,20211226120000,660.30,10.90,None,None,None,None,None,None,None,1.90,101.00,507.00,65.80,None,None,None,None,1.00
10769,20211226130000,660.10,9.70,None,None,None,None,None,None,None,6.80,149.00,181.00,70.30,None,None,None,None,1.00
10769,20211226140000,660.30,10.80,None,None,None,None,None,None,None,3.50,153.00,374.00,67.50,None,None,None,None,1.00
10769,20211226150000,660.30,6.90,None,None,None,None,None,None,None,7.90,127.00,58.00,90.20,None,None,None,None,1.00
10769,20211226160000,660.70,6.20,None,None,None,None,None,None,None,6.90,136.00,0.00,90.70,None,None,None,None,1.00
10769,20211226170000,661.30,6.00,None,None,None,None,None,None,None,3.30,130.00,0.00,92.40,None,None,None,None,1.00
10769,20211226180000,661.90,5.70,None,None,None,None,None,None,None,7.40,111.00,0.00,94.00,None,None,None,None,1.00
10769,20211226190000,662.10,5.40,None,None,None,None,None,None,None,8.20,131.00,0.00,88.00,None,None,None,None,1.00
10769,20211226200000,661.40,5.70,None,None,None,None,None,None,None,10.20,114.00,0.00,87.50,None,None,None,None,1.00
10769,20211226210000,661.10,5.80,None,None,None,None,None,None,None,10.90,109.00,0.00,85.20,None,None,None,None,1.00
10769,20211226220000,660.70,5.70,None,None,None,None,None,None,None,12.60,115.00,0.00,78.40,None,None,None,None,1.00
10769,20211226230000,660.20,5.70,None,None,None,None,None,None,None,11.90,121.00,0.00,74.20,None,None,None,None,1.00
10769,20211227000000,660.10,5.90,None,None,None,None,None,None,None,10.90,111.00,0.00,75.00,None,None,None,None,1.00
10769,20211227010000,659.80,5.60,None,None,None,None,None,None,None,11.40,121.00,0.00,75.10,None,None,None,None,1.00
10769,20211227020000,659.80,5.70,None,None,None,None,None,None,None,10.10,116.00,0.00,74.40,None,None,None,None,1.00
10769,20211227030000,659.90,5.40,None,None,None,None,None,None,None,10.40,121.00,0.00,75.90,None,None,None,None,1.00
10769,20211227040000,660.40,5.10,None,None,None,None,None,None,None,11.20,130.00,22.00,76.00,None,None,None,None,1.00
10769,20211227050000,660.50,6.90,None,None,None,None,None,None,None,13.50,124.00,339.00,73.60,None,None,None,None,1.00
10769,20211227060000,661.10,8.90,None,None,None,None,None,None,None,12.90,111.00,584.00,68.30,None,None,None,None,1.00
10769,20211227070000,661.60,9.80,None,None,None,None,None,None,None,14.00,100.00,797.00,65.00,None,None,None,None,1.00
10769,20211227080000,661.60,11.00,None,None,None,None,None,None,None,13.90,104.00,948.00,56.70,None,None,None,None,1.00
10769,20211227090000,661.50,11.60,None,None,None,None,None,None,None,7.80,77.00,1066.00,52.70,None,None,None,None,1.00
10769,20211227100000,661.30,11.20,None,None,None,None,None,None,None,7.00,106.00,1091.00,55.40,None,None,None,None,1.00
