station,termin,prestas0,tre200s0,rre150z0,fkl010z1,ua2200s0,ta1200s0,ta2200s0,ra1150z0,ua1200s0,fkl010z0,dkl010z0,gor000z0,uor200s0,da1010z0,fa1010z0,pa1stas0,ycoml1s0,ycomirs0

10769,20210621150000,661.60,6.30,None,None,None,None,None,None,None,1.80,0.00,63.00,84.70,None,None,None,None,1.00
10769,20210621160000,661.70,5.10,None,None,None,None,None,None,None,1.70,62.00,0.00,86.90,None,None,None,None,1.00
10769,20210621170000,661.60,3.40,None,None,None,None,None,None,None,1.10,240.00,0.00,90.40,None,None,None,None,1.00
10769,20210621180000,661.80,4.50,None,None,None,None,None,None,None,0.90,291.00,0.00,74.90,None,None,None,None,1.00
10769,20210621190000,661.70,5.50,None,None,None,None,None,None,None,7.50,138.00,0.00,46.20,None,None,None,None,1.00
10769,20210621200000,661.50,5.70,None,None,None,None,None,None,None,8.70,135.00,0.00,46.40,None,None,None,None,1.00
10769,20210621210000,661.00,5.50,None,None,None,None,None,None,None,8.40,141.00,0.00,46.50,None,None,None,None,1.00
10769,20210621220000,660.50,5.60,None,None,None,None,None,None,None,8.30,139.00,0.00,46.60,None,None,None,None,1.00
10769,20210621230000,659.80,5.00,None,None,None,None,None,None,None,9.00,138.00,0.00,48.70,None,None,None,None,1.00
10769,20210622000000,659.70,5.50,None,None,None,None,None,None,None,9.50,142.00,0.00,46.00,None,None,None,None,1.00
10769,20210622010000,659.40,5.20,None,None,None,None,None,None,None,10.40,134.00,0.00,47.70,None,None,None,None,1.00
10769,20210622020000,659.60,6.20,None,None,None,None,None,None,None,12.40,136.00,0.00,42.70,None,None,None,None,1.00
10769,20210622030000,659.90,5.30,None,None,None,None,None,None,None,11.00,132.00,0.00,47.00,None,None,None,None,1.00
10769,20210622040000,660.20,5.70,None,None,None,None,None,None,None,10.70,138.00,61.00,50.10,None,None,None,None,1.00
10769,20210622050000,660.60,8.20,None,None,None,None,None,None,None,11.80,136.00,287.00,40.90,None,None,None,None,1.00
10769,20210622060000,661.10,10.00,None,None,None,None,None,None,None,16.00,112.00,505.00,30.70,None,None,None,None,1.00
10769,20210622070000,661.40,11.30,None,None,None,None,None,None,None,9.60,106.00,699.00,32.60,None,None,None,None,1.00
10769,20210622080000,661.50,12.20,None,None,None,None,None,None,None,10.10,92.00,853.00,31.40,None,None,None,None,1.00
10769,20210622090000,661.40,10.50,None,None,None,None,None,None,None,7.60,30.00,923.00,71.80,None,None,None,None,1.00
10769,20210622100000,660.80,10.60,None,None,None,None,None,None,None,9.30,21.00,960.00,69.80,None,None,None,None,1.00
10769,20210622110000,660.80,9.30,None,None,None,None,None,None,None,7.10,33.00,676.00,76.20,None,None,None,None,1.00
10769,20210622120000,660.30,9.80,None,None,None,None,None,None,None,8.30,17.00,651.00,71.20,None,None,None,None,1.00
10769,20210622130000,660.40,8.60,None,None,None,None,None,None,None,6.50,62.00,267.00,75.20,None,None,None,None,1.00
10769,20210622140000,660.50,8.60,None,None,None,None,None,None,None,7.70,19.00,305.00,73.60,None,None,None,None,1.00
10769,20210622150000,660.70,7.00,None,None,None,None,None,None,None,4.30,52.00,66.00,86.40,None,None,None,None,1.00
10769,20210622160000,660.70,4.50,None,None,None,None,None,None,None,5.30,115.00,0.00,84.70,None,None,None,None,1.00
10769,20210622170000,660.90,4.10,None,None,None,None,None,None,None,6.40,132.00,0.00,50.50,None,None,None,None,1.00
10769,20210622180000,660.90,4.40,None,None,None,None,None,None,None,5.00,137.00,0.00,43.70,None,None,None,None,1.00
10769,20210622190000,661.00,2.90,None,None,None,None,None,None,None,7.10,136.00,0.00,52.60,None,None,None,None,1.00
10769,20210622200000,661.00,3.50,None,None,None,None,None,None,None,5.90,137.00,0.00,50.00,None,None,None,None,1.00
10769,20210622210000,660.50,3.80,None,None,None,None,None,None,None,6.40,132.00,0.00,47.80,None,None,None,None,1.00
10769,20210622220000,660.40,4.40,None,None,None,None,None,None,None,3.90,139.00,0.00,42.10,None,None,None,None,1.00
10769,20210622230000,659.90,4.20,None,None,None,None,None,None,None,5.00,147.00,0.00,46.40,None,None,None,None,1.00
10769,20210623000000,659.80,4.30,None,None,None,None,None,None,None,7.30,114.00,0.00,43.30,None,None,None,None,1.00
10769,20210623010000,659.40,3.40,None,None,None,None,None,None,None,6.50,136.00,0.00,51.00,None,None,None,None,1.00
10769,20210623020000,659.40,4.10,None,None,None,None,None,None,None,8.30,149.00,0.00,62.60,None,None,None,None,1.00
10769,20210623030000,660.10,4.40,None,None,None,None,None,None,None,5.40,153.00,0.00,66.30,None,None,None,None,1.00
10769,20210623040000,660.30,6.00,None,None,None,None,None,None,None,4.40,137.00,86.00,64.30,None,None,None,None,1.00
10769,20210623050000,660.80,9.20,None,None,None,None,None,None,None,8.20,127.00,291.00,52.20,None,None,None,None,1.00
10769,20210623060000,661.40,8.60,None,None,None,None,None,None,None,3.70,357.00,512.00,65.00,None,None,None,None,1.00
10769,20210623070000,661.90,7.00,None,None,None,None,None,None,None,2.10,354.00,553.00,74.90,None,None,None,None,1.00
10769,20210623080000,661.90,6.40,None,None,None,None,None,None,None,3.50,9.00,325.00,85.10,None,None,None,None,1.00
10769,20210623090000,661.80,6.00,None,None,None,None,None,None,None,3.40,12.00,335.00,95.20,None,None,None,None,1.00
10769,20210623100000,661.40,6.00,None,None,None,None,None,None,None,3.60,57.00,456.00,95.20,None,None,None,None,1.00
10769,20210623110000,661.10,6.10,None,None,None,None,None,None,None,6.10,9.00,130.00,94.60,None,None,None,None,1.00
10769,20210623120000,660.60,6.80,None,None,None,None,None,None,None,5.40,354.00,244.00,91.00,None,None,None,None,1.00
10769,20210623130000,660.70,6.10,None,None,None,None,None,None,None,2.40,24.00,78.00,94.30,None,None,None,None,1.00
10769,20210623140000,660.50,5.60,None,None,None,None,None,None,None,4.30,54.00,29.00,96.10,None,None,None,None,1.00
10769,20210623180000,661.40,2.70,None,None,None,None,None,None,None,5.30,138.00,0.00,76.50,None,None,None,None,1.00
10769,20210623190000,661.40,3.20,None,None,None,None,None,None,None,6.40,132.00,0.00,68.70,None,None,None,None,1.00
10769,20210623200000,661.30,3.10,None,None,None,None,None,None,None,7.00,137.00,0.00,65.60,None,None,None,None,1.00
10769,20210623210000,661.10,3.40,None,None,None,None,None,None,None,7.30,133.00,0.00,64.50,None,None,None,None,1.00
10769,20210623220000,660.50,3.20,None,None,None,None,None,None,None,8.00,137.00,0.00,63.30,None,None,None,None,1.00
10769,20210623230000,660.40,2.80,None,None,None,None,None,None,None,7.70,155.00,0.00,61.70,None,None,None,None,1.00
10769,20210624000000,660.10,3.60,None,None,None,None,None,None,None,7.90,137.00,0.00,58.70,None,None,None,None,1.00
10769,20210624010000,660.10,3.40,None,None,None,None,None,None,None,5.90,137.00,0.00,60.90,None,None,None,None,1.00
10769,20210624020000,660.30,4.00,None,None,None,None,None,None,None,8.00,126.00,0.00,56.50,None,None,None,None,1.00
10769,20210624030000,660.60,3.80,None,None,None,None,None,None,None,6.80,135.00,0.00,53.70,None,None,None,None,1.00
10769,20210624040000,660.90,4.80,None,None,None,None,None,None,None,6.50,133.00,83.00,49.40,None,None,None,None,1.00
10769,20210624050000,661.60,8.30,None,None,None,None,None,None,None,6.80,119.00,294.00,39.80,None,None,None,None,1.00
10769,20210624060000,662.20,9.90,None,None,None,None,None,None,None,7.60,96.00,510.00,39.80,None,None,None,None,1.00
10769,20210624070000,662.70,10.70,None,None,None,None,None,None,None,2.60,358.00,697.00,67.10,None,None,None,None,1.00
10769,20210624080000,662.80,8.00,None,None,None,None,None,None,None,3.60,295.00,297.00,83.20,None,None,None,None,1.00
10769,20210624090000,662.80,8.80,None,None,None,None,None,None,None,3.50,336.00,368.00,75.30,None,None,None,None,1.00
10769,20210624100000,662.50,7.60,None,None,None,None,None,None,None,4.30,330.00,117.00,81.60,None,None,None,None,1.00
10769,20210624110000,662.10,7.00,None,None,None,None,None,None,None,4.90,15.00,66.00,88.80,None,None,None,None,1.00
10769,20210624120000,661.60,8.10,None,None,None,None,None,None,None,3.40,326.00,153.00,78.40,None,None,None,None,1.00
10769,20210624130000,661.30,9.10,None,None,None,None,None,None,None,5.60,341.00,651.00,76.20,None,None,None,None,1.00
10769,20210624140000,661.30,7.30,None,None,None,None,None,None,None,5.00,346.00,92.00,88.50,None,None,None,None,1.00
10769,20210624150000,661.40,6.80,None,None,None,None,None,None,None,4.40,345.00,27.00,91.30,None,None,None,None,1.00
10769,20210624160000,661.60,5.80,None,None,None,None,None,None,None,1.70,355.00,0.00,94.80,None,None,None,None,1.00
10769,20210624170000,661.60,3.60,None,None,None,None,None,None,None,3.30,202.00,0.00,95.00,None,None,None,None,1.00
10769,20210624180000,661.90,4.30,None,None,None,None,None,None,None,5.20,222.00,0.00,75.60,None,None,None,None,1.00
10769,20210624190000,662.20,4.80,None,None,None,None,None,None,None,5.80,236.00,0.00,74.70,None,None,None,None,1.00
10769,20210624200000,662.20,4.10,None,None,None,None,None,None,None,4.20,224.00,0.00,65.30,None,None,None,None,1.00
10769,20210624210000,662.00,3.50,None,None,None,None,None,None,None,4.90,232.00,0.00,65.60,None,None,None,None,1.00
10769,20210624220000,661.60,3.00,None,None,None,None,None,None,None,3.90,221.00,0.00,83.40,None,None,None,None,1.00
10769,20210624230000,660.80,3.50,None,None,None,None,None,None,None,4.50,210.00,0.00,75.00,None,None,None,None,1.00
10769,20210625000000,660.40,4.10,None,None,None,None,None,None,None,3.10,231.00,0.00,76.60,None,None,None,None,1.00
10769,20210625010000,660.30,3.50,None,None,None,None,None,None,None,3.80,201.00,0.00,71.90,None,None,None,None,1.00
10769,20210625020000,660.40,3.40,None,None,None,None,None,None,None,3.70,188.00,0.00,68.30,None,None,None,None,1.00
10769,20210625030000,660.80,3.10,None,None,None,None,None,None,None,1.20,134.00,0.00,61.10,None,None,None,None,1.00
10769,20210625040000,660.90,6.20,None,None,None,None,None,None,None,1.20,154.00,48.00,47.30,None,None,None,None,1.00
10769,20210625050000,661.70,9.90,None,None,None,None,None,None,None,0.40,70.00,289.00,36.30,None,None,None,None,1.00
10769,20210625060000,662.20,7.80,None,None,None,None,None,None,None,3.10,257.00,490.00,67.00,None,None,None,None,1.00
10769,20210625070000,662.50,7.30,None,None,None,None,None,None,None,4.10,284.00,571.00,78.60,None,None,None,None,1.00
10769,20210625080000,662.40,8.10,None,None,None,None,None,None,None,3.10,273.00,698.00,71.20,None,None,None,None,1.00
10769,20210625090000,662.30,8.30,None,None,None,None,None,None,None,3.30,339.00,324.00,72.00,None,None,None,None,1.00
10769,20210625100000,662.00,8.40,None,None,None,None,None,None,None,4.80,333.00,365.00,77.50,None,None,None,None,1.00
10769,20210625110000,661.70,7.70,None,None,None,None,None,None,None,7.40,330.00,203.00,78.70,None,None,None,None,1.00
10769,20210625120000,661.20,8.90,None,None,None,None,None,None,None,6.50,299.00,474.00,73.30,None,None,None,None,1.00
10769,20210625130000,660.80,9.50,None,None,None,None,None,None,None,7.30,328.00,575.00,73.60,None,None,None,None,1.00
10769,20210625140000,660.70,8.20,None,None,None,None,None,None,None,5.30,347.00,290.00,74.00,None,None,None,None,1.00
10769,20210625150000,660.80,6.90,None,None,None,None,None,None,None,3.10,346.00,51.00,88.70,None,None,None,None,1.00
10769,20210625160000,661.10,6.20,None,None,None,None,None,None,None,3.40,299.00,0.00,89.80,None,None,None,None,1.00
10769,20210625170000,661.40,5.00,None,None,None,None,None,None,None,4.50,227.00,0.00,83.30,None,None,None,None,1.00
10769,20210625180000,661.90,4.60,None,None,None,None,None,None,None,5.50,243.00,0.00,84.50,None,None,None,None,1.00
10769,20210625190000,661.90,4.50,None,None,None,None,None,None,None,3.20,233.00,0.00,82.70,None,None,None,None,1.00
10769,20210625200000,661.80,3.50,None,None,None,None,None,None,None,4.00,228.00,0.00,84.80,None,None,None,None,1.00
10769,20210625210000,661.60,3.70,None,None,None,None,None,None,None,2.60,228.00,0.00,78.90,None,None,None,None,1.00
10769,20210625220000,661.00,4.50,None,None,None,None,None,None,None,3.80,224.00,0.00,66.80,None,None,None,None,1.00
10769,20210625230000,660.50,5.50,None,None,None,None,None,None,None,2.50,348.00,0.00,58.20,None,None,None,None,1.00
10769,20210626000000,660.30,5.80,None,None,None,None,None,None,None,0.70,297.00,0.00,55.40,None,None,None,None,1.00
10769,20210626010000,660.00,4.40,None,None,None,None,None,None,None,2.10,245.00,0.00,69.80,None,None,None,None,1.00
10769,20210626020000,660.20,5.30,None,None,None,None,None,None,None,1.20,81.00,0.00,57.00,None,None,None,None,1.00
10769,20210626030000,660.20,3.40,None,None,None,None,None,None,None,3.90,117.00,0.00,56.50,None,None,None,None,1.00
10769,20210626040000,660.30,5.20,None,None,None,None,None,None,None,4.50,113.00,64.00,51.00,None,None,None,None,1.00
10769,20210626050000,660.90,9.20,None,None,None,None,None,None,None,4.60,75.00,305.00,42.50,None,None,None,None,1.00
10769,20210626060000,661.30,10.40,None,None,None,None,None,None,None,4.70,37.00,525.00,38.50,None,None,None,None,1.00
10769,20210626070000,661.80,10.30,None,None,None,None,None,None,None,4.90,22.00,699.00,55.60,None,None,None,None,1.00
10769,20210626080000,661.70,10.20,None,None,None,None,None,None,None,4.00,12.00,654.00,65.80,None,None,None,None,1.00
10769,20210626090000,661.50,10.20,None,None,None,None,None,None,None,4.60,331.00,788.00,68.20,None,None,None,None,1.00
10769,20210626100000,661.40,8.90,None,None,None,None,None,None,None,3.10,6.00,489.00,75.00,None,None,None,None,1.00
10769,20210626110000,661.10,7.60,None,None,None,None,None,None,None,4.10,357.00,93.00,81.80,None,None,None,None,1.00
10769,20210626120000,660.60,8.30,None,None,None,None,None,None,None,3.00,336.00,281.00,82.90,None,None,None,None,1.00
10769,20210626130000,660.20,7.40,None,None,None,None,None,None,None,4.60,12.00,84.00,91.60,None,None,None,None,1.00
10769,20210626150000,660.50,7.20,None,None,None,None,None,None,None,0.00,0.00,38.00,86.00,None,None,None,None,1.00
10769,20210626160000,660.70,3.90,None,None,None,None,None,None,None,2.50,182.00,0.00,86.50,None,None,None,None,1.00
10769,20210626170000,660.70,4.20,None,None,None,None,None,None,None,3.50,168.00,0.00,54.80,None,None,None,None,1.00
10769,20210626180000,661.10,4.10,None,None,None,None,None,None,None,0.90,129.00,0.00,45.00,None,None,None,None,1.00
10769,20210626190000,661.30,4.30,None,None,None,None,None,None,None,1.20,146.00,0.00,44.30,None,None,None,None,1.00
10769,20210626200000,661.20,3.70,None,None,None,None,None,None,None,1.60,124.00,0.00,46.00,None,None,None,None,1.00
10769,20210626210000,660.80,3.20,None,None,None,None,None,None,None,2.40,126.00,0.00,48.80,None,None,None,None,1.00
10769,20210626220000,660.50,2.60,None,None,None,None,None,None,None,1.70,137.00,0.00,54.80,None,None,None,None,1.00
10769,20210626230000,660.00,3.80,None,None,None,None,None,None,None,3.80,119.00,0.00,48.00,None,None,None,None,1.00
10769,20210627000000,659.70,4.20,None,None,None,None,None,None,None,4.90,125.00,0.00,50.10,None,None,None,None,1.00
10769,20210627010000,659.50,4.20,None,None,None,None,None,None,None,6.00,118.00,0.00,51.90,None,None,None,None,1.00
10769,20210627020000,659.60,5.00,None,None,None,None,None,None,None,5.60,120.00,0.00,45.60,None,None,None,None,1.00
10769,20210627030000,659.70,4.50,None,None,None,None,None,None,None,7.10,133.00,0.00,51.80,None,None,None,None,1.00
10769,20210627040000,659.90,5.90,None,None,None,None,None,None,None,8.50,127.00,77.00,39.50,None,None,None,None,1.00
10769,20210627050000,660.50,9.10,None,None,None,None,None,None,None,6.00,115.00,292.00,36.50,None,None,None,None,1.00
10769,20210627060000,661.00,11.10,None,None,None,None,None,None,None,6.50,74.00,512.00,34.00,None,None,None,None,1.00
10769,20210627070000,661.20,11.80,None,None,None,None,None,None,None,4.30,69.00,701.00,33.80,None,None,None,None,1.00
10769,20210627080000,661.00,10.70,None,None,None,None,None,None,None,8.80,53.00,756.00,64.20,None,None,None,None,1.00
10769,20210627090000,661.00,9.80,None,None,None,None,None,None,None,6.50,30.00,440.00,71.80,None,None,None,None,1.00
10769,20210627100000,660.90,9.20,None,None,None,None,None,None,None,3.70,11.00,505.00,80.00,None,None,None,None,1.00
10769,20210627110000,660.60,9.10,None,None,None,None,None,None,None,5.10,3.00,334.00,76.10,None,None,None,None,1.00
10769,20210627120000,660.50,8.30,None,None,None,None,None,None,None,5.20,358.00,139.00,75.90,None,None,None,None,1.00
10769,20210627130000,660.20,9.30,None,None,None,None,None,None,None,3.60,15.00,215.00,70.90,None,None,None,None,1.00
10769,20210627140000,659.90,10.40,None,None,None,None,None,None,None,2.90,355.00,498.00,71.90,None,None,None,None,1.00
10769,20210627150000,660.20,9.90,None,None,None,None,None,None,None,3.60,8.00,150.00,67.90,None,None,None,None,1.00
10769,20210627160000,660.20,5.80,None,None,None,None,None,None,None,6.60,105.00,0.00,56.90,None,None,None,None,1.00
10769,20210627170000,660.40,5.40,None,None,None,None,None,None,None,5.20,128.00,0.00,52.90,None,None,None,None,1.00
10769,20210627180000,660.70,6.10,None,None,None,None,None,None,None,6.50,128.00,0.00,49.60,None,None,None,None,1.00
10769,20210627190000,660.70,5.50,None,None,None,None,None,None,None,6.30,133.00,0.00,50.70,None,None,None,None,1.00
10769,20210627200000,660.70,5.30,None,None,None,None,None,None,None,6.80,135.00,0.00,52.10,None,None,None,None,1.00
10769,20210627210000,660.50,5.70,None,None,None,None,None,None,None,8.20,131.00,0.00,50.40,None,None,None,None,1.00
10769,20210627220000,660.10,5.40,None,None,None,None,None,None,None,7.50,134.00,0.00,49.80,None,None,None,None,1.00
10769,20210627230000,659.70,4.80,None,None,None,None,None,None,None,7.70,130.00,0.00,51.90,None,None,None,None,1.00
10769,20210628000000,659.60,4.70,None,None,None,None,None,None,None,6.90,137.00,0.00,52.00,None,None,None,None,1.00
10769,20210628010000,659.40,4.90,None,None,None,None,None,None,None,8.30,126.00,0.00,52.70,None,None,None,None,1.00
10769,20210628020000,659.50,5.40,None,None,None,None,None,None,None,8.50,119.00,0.00,51.50,None,None,None,None,1.00
10769,20210628030000,660.00,5.10,None,None,None,None,None,None,None,9.70,110.00,0.00,52.40,None,None,None,None,1.00
10769,20210628040000,660.00,6.30,None,None,None,None,None,None,None,10.10,109.00,69.00,50.00,None,None,None,None,1.00
10769,20210628050000,660.50,8.30,None,None,None,None,None,None,None,8.90,104.00,291.00,45.00,None,None,None,None,1.00
10769,20210628060000,660.70,9.50,None,None,None,None,None,None,None,9.70,95.00,504.00,42.10,None,None,None,None,1.00
10769,20210628070000,660.90,10.70,None,None,None,None,None,None,None,10.00,59.00,696.00,40.20,None,None,None,None,1.00
10769,20210628080000,661.10,10.90,None,None,None,None,None,None,None,6.90,54.00,817.00,60.80,None,None,None,None,1.00
10769,20210628090000,660.90,10.90,None,None,None,None,None,None,None,8.00,16.00,617.00,60.50,None,None,None,None,1.00
10769,20210628100000,660.90,10.50,None,None,None,None,None,None,None,9.20,26.00,850.00,64.90,None,None,None,None,1.00
10769,20210628110000,660.90,11.60,None,None,None,None,None,None,None,8.60,35.00,1009.00,61.70,None,None,None,None,1.00
10769,20210628120000,660.70,10.90,None,None,None,None,None,None,None,6.50,2.00,724.00,60.30,None,None,None,None,1.00
10769,20210628130000,660.60,9.20,None,None,None,None,None,None,None,5.30,356.00,421.00,67.30,None,None,None,None,1.00
10769,20210628140000,660.50,7.50,None,None,None,None,None,None,None,3.70,360.00,265.00,77.60,None,None,None,None,1.00
10769,20210628150000,660.60,7.00,None,None,None,None,None,None,None,3.20,12.00,98.00,84.80,None,None,None,None,1.00
10769,20210628160000,660.60,4.30,None,None,None,None,None,None,None,4.50,120.00,0.00,68.30,None,None,None,None,1.00
10769,20210628170000,660.60,4.70,None,None,None,None,None,None,None,6.60,124.00,0.00,58.00,None,None,None,None,1.00
10769,20210628180000,660.90,4.90,None,None,None,None,None,None,None,5.90,120.00,0.00,57.40,None,None,None,None,1.00
10769,20210628190000,660.90,4.50,None,None,None,None,None,None,None,5.30,120.00,0.00,60.10,None,None,None,None,1.00
10769,20210628200000,660.90,5.00,None,None,None,None,None,None,None,4.00,136.00,0.00,51.30,None,None,None,None,1.00
10769,20210628210000,660.60,5.40,None,None,None,None,None,None,None,4.80,117.00,0.00,51.00,None,None,None,None,1.00
10769,20210628220000,660.40,5.40,None,None,None,None,None,None,None,6.10,108.00,0.00,50.80,None,None,None,None,1.00
10769,20210628230000,660.10,5.50,None,None,None,None,None,None,None,8.00,109.00,0.00,50.90,None,None,None,None,1.00
10769,20210629000000,659.80,5.40,None,None,None,None,None,None,None,9.60,112.00,0.00,53.10,None,None,None,None,1.00
10769,20210629010000,659.50,5.00,None,None,None,None,None,None,None,10.60,109.00,0.00,54.90,None,None,None,None,1.00
10769,20210629020000,659.60,5.10,None,None,None,None,None,None,None,8.10,111.00,0.00,56.10,None,None,None,None,1.00
10769,20210629030000,660.10,5.00,None,None,None,None,None,None,None,10.10,119.00,0.00,57.20,None,None,None,None,1.00
10769,20210629040000,660.20,5.50,None,None,None,None,None,None,None,8.60,117.00,67.00,56.50,None,None,None,None,1.00
10769,20210629050000,660.90,8.00,None,None,None,None,None,None,None,6.60,111.00,287.00,50.30,None,None,None,None,1.00
10769,20210629060000,661.10,9.50,None,None,None,None,None,None,None,6.10,81.00,502.00,46.50,None,None,None,None,1.00
10769,20210629070000,661.70,8.50,None,None,None,None,None,None,None,4.40,11.00,705.00,70.40,None,None,None,None,1.00
10769,20210629080000,661.70,7.60,None,None,None,None,None,None,None,0.90,24.00,608.00,81.80,None,None,None,None,1.00
10769,20210629090000,661.50,8.10,None,None,None,None,None,None,None,4.90,8.00,648.00,80.40,None,None,None,None,1.00
10769,20210629100000,661.30,8.70,None,None,None,None,None,None,None,8.70,16.00,343.00,77.00,None,None,None,None,1.00
10769,20210629110000,661.20,8.20,None,None,None,None,None,None,None,6.90,11.00,372.00,82.70,None,None,None,None,1.00
10769,20210629120000,660.80,8.60,None,None,None,None,None,None,None,7.30,19.00,349.00,80.20,None,None,None,None,1.00
10769,20210629130000,660.90,6.40,None,None,None,None,None,None,None,5.00,7.00,51.00,90.40,None,None,None,None,1.00
10769,20210629140000,661.10,6.90,None,None,None,None,None,None,None,4.30,1.00,178.00,89.40,None,None,None,None,1.00
10769,20210629150000,661.20,6.20,None,None,None,None,None,None,None,2.30,58.00,44.00,88.30,None,None,None,None,1.00
10769,20210629160000,661.40,5.30,None,None,None,None,None,None,None,2.50,29.00,0.00,90.50,None,None,None,None,1.00
10769,20210629170000,661.30,3.00,None,None,None,None,None,None,None,1.30,158.00,0.00,82.00,None,None,None,None,1.00
10769,20210629180000,661.70,2.70,None,None,None,None,None,None,None,0.60,135.00,0.00,75.50,None,None,None,None,1.00
10769,20210629190000,661.80,4.20,None,None,None,None,None,None,None,1.20,242.00,0.00,71.80,None,None,None,None,1.00
10769,20210629200000,661.60,2.30,None,None,None,None,None,None,None,1.40,261.00,0.00,78.40,None,None,None,None,1.00
10769,20210629210000,661.40,1.70,None,None,None,None,None,None,None,2.50,189.00,0.00,79.80,None,None,None,None,1.00
10769,20210629220000,661.10,2.20,None,None,None,None,None,None,None,1.40,178.00,0.00,74.00,None,None,None,None,1.00
10769,20210629230000,660.80,1.40,None,None,None,None,None,None,None,2.50,186.00,0.00,79.00,None,None,None,None,1.00
10769,20210630000000,660.90,2.90,None,None,None,None,None,None,None,0.00,0.00,0.00,77.10,None,None,None,None,1.00
10769,20210630010000,660.90,2.20,None,None,None,None,None,None,None,0.00,0.00,0.00,79.30,None,None,None,None,1.00
10769,20210630020000,661.00,0.80,None,None,None,None,None,None,None,1.30,150.00,0.00,81.20,None,None,None,None,1.00
10769,20210630030000,661.50,2.30,None,None,None,None,None,None,None,1.20,131.00,0.00,82.00,None,None,None,None,1.00
10769,20210630040000,661.80,1.10,None,None,None,None,None,None,None,1.50,123.00,70.00,84.50,None,None,None,None,1.00
10769,20210630050000,662.30,5.30,None,None,None,None,None,None,None,0.30,176.00,159.00,78.80,None,None,None,None,1.00
10769,20210630060000,662.60,7.30,None,None,None,None,None,None,None,4.70,27.00,574.00,66.80,None,None,None,None,1.00
10769,20210630070000,662.90,5.70,None,None,None,None,None,None,None,2.20,7.00,89.00,81.00,None,None,None,None,1.00
10769,20210630080000,662.80,5.70,None,None,None,None,None,None,None,3.60,9.00,168.00,88.50,None,None,None,None,1.00
10769,20210630090000,662.50,5.90,None,None,None,None,None,None,None,2.90,359.00,212.00,86.00,None,None,None,None,1.00
10769,20210630100000,662.20,5.30,None,None,None,None,None,None,None,2.00,1.00,155.00,94.80,None,None,None,None,1.00
10769,20210630110000,661.80,7.10,None,None,None,None,None,None,None,2.80,339.00,508.00,84.00,None,None,None,None,1.00
10769,20210630120000,661.70,5.80,None,None,None,None,None,None,None,3.60,330.00,144.00,93.00,None,None,None,None,1.00
10769,20210630130000,661.60,6.30,None,None,None,None,None,None,None,2.50,8.00,143.00,88.90,None,None,None,None,1.00
10769,20210630140000,661.80,6.20,None,None,None,None,None,None,None,3.00,331.00,108.00,88.70,None,None,None,None,1.00
10769,20210630150000,661.90,5.60,None,None,None,None,None,None,None,2.50,268.00,50.00,90.90,None,None,None,None,1.00
10769,20210630160000,662.10,5.30,None,None,None,None,None,None,None,2.70,239.00,0.00,91.70,None,None,None,None,1.00
10769,20210630170000,662.30,4.90,None,None,None,None,None,None,None,3.80,230.00,0.00,92.20,None,None,None,None,1.00
10769,20210630180000,662.60,4.60,None,None,None,None,None,None,None,1.80,248.00,0.00,95.30,None,None,None,None,1.00
10769,20210630190000,662.60,4.10,None,None,None,None,None,None,None,3.40,246.00,0.00,95.60,None,None,None,None,1.00
10769,20210630200000,662.40,3.60,None,None,None,None,None,None,None,2.90,247.00,0.00,88.60,None,None,None,None,1.00
10769,20210630210000,662.30,2.60,None,None,None,None,None,None,None,6.10,230.00,0.00,87.30,None,None,None,None,1.00
10769,20210630220000,661.90,3.20,None,None,None,None,None,None,None,4.10,212.00,0.00,85.80,None,None,None,None,1.00
10769,20210630230000,661.40,2.80,None,None,None,None,None,None,None,4.20,226.00,0.00,83.90,None,None,None,None,1.00
10769,20210701000000,661.40,2.90,None,None,None,None,None,None,None,5.00,208.00,0.00,81.50,None,None,None,None,1.00
10769,20210701010000,661.30,2.90,None,None,None,None,None,None,None,5.70,207.00,0.00,82.40,None,None,None,None,1.00
10769,20210701020000,661.40,3.50,None,None,None,None,None,None,None,2.80,249.00,0.00,80.80,None,None,None,None,1.00
10769,20210701030000,661.70,2.10,None,None,None,None,None,None,None,4.00,193.00,0.00,82.90,None,None,None,None,1.00
10769,20210701040000,662.00,2.10,None,None,None,None,None,None,None,1.90,183.00,70.00,76.80,None,None,None,None,1.00
10769,20210701050000,662.40,7.30,None,None,None,None,None,None,None,0.50,254.00,285.00,66.70,None,None,None,None,1.00
10769,20210701060000,662.70,6.60,None,None,None,None,None,None,None,2.70,302.00,508.00,83.90,None,None,None,None,1.00
10769,20210701070000,663.10,6.50,None,None,None,None,None,None,None,4.60,304.00,287.00,87.70,None,None,None,None,1.00
10769,20210701080000,663.20,6.40,None,None,None,None,None,None,None,4.50,297.00,181.00,86.90,None,None,None,None,1.00
10769,20210701090000,663.00,6.40,None,None,None,None,None,None,None,3.50,270.00,134.00,86.40,None,None,None,None,1.00
10769,20210701100000,662.70,6.20,None,None,None,None,None,None,None,3.40,235.00,95.00,88.10,None,None,None,None,1.00
10769,20210701110000,662.30,8.10,None,None,None,None,None,None,None,3.60,326.00,363.00,77.20,None,None,None,None,1.00
10769,20210701120000,661.80,7.90,None,None,None,None,None,None,None,4.70,338.00,120.00,77.30,None,None,None,None,1.00
10769,20210701130000,661.60,8.40,None,None,None,None,None,None,None,5.90,20.00,275.00,82.50,None,None,None,None,1.00
