site_gaw_id year month day hour minute second year month day hour minute second value value_unc nvalue latitude longitude altitude elevation intake_height flask_no ORG_QCflag QCflag instrument measurement_method scale
MKN 2022 1 2 11 0 0 -999 -9 -9 -9 -9 -9 1927.8 0.63 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 12 0 0 -999 -9 -9 -9 -9 -9 1929.43 0.68 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 13 0 0 -999 -9 -9 -9 -9 -9 1930.35 0.51 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 14 0 0 -999 -9 -9 -9 -9 -9 1931.67 0.55 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 15 0 0 -999 -9 -9 -9 -9 -9 1932.91 0.58 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 16 0 0 -999 -9 -9 -9 -9 -9 1932.66 0.65 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 17 0 0 -999 -9 -9 -9 -9 -9 1929.11 1.39 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 18 0 0 -999 -9 -9 -9 -9 -9 1925.63 0.22 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 19 0 0 -999 -9 -9 -9 -9 -9 1925.41 0.19 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 20 0 0 -999 -9 -9 -9 -9 -9 1922.08 1.49 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 21 0 0 -999 -9 -9 -9 -9 -9 1920.46 0.16 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 22 0 0 -999 -9 -9 -9 -9 -9 1920.55 0.18 55 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 2 23 0 0 -999 -9 -9 -9 -9 -9 1920.81 0.12 44 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 0 0 0 -999 -9 -9 -9 -9 -9 1920.42 0.15 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 1 0 0 -999 -9 -9 -9 -9 -9 1920.83 0.1 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 2 0 0 -999 -9 -9 -9 -9 -9 1921.2 0.23 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 3 0 0 -999 -9 -9 -9 -9 -9 1920.66 0.22 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 4 0 0 -999 -9 -9 -9 -9 -9 1919.55 0.32 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 5 0 0 -999 -9 -9 -9 -9 -9 1919.35 0.21 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 6 0 0 -999 -9 -9 -9 -9 -9 1919.93 0.28 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 7 0 0 -999 -9 -9 -9 -9 -9 1920.33 1.42 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 8 0 0 -999 -9 -9 -9 -9 -9 1931.94 0.76 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 9 0 0 -999 -9 -9 -9 -9 -9 1934.1 0.59 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 10 0 0 -999 -9 -9 -9 -9 -9 1934.29 0.42 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 11 0 0 -999 -9 -9 -9 -9 -9 1934.29 0.38 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 12 0 0 -999 -9 -9 -9 -9 -9 1935.54 0.86 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 13 0 0 -999 -9 -9 -9 -9 -9 1935.87 0.42 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 14 0 0 -999 -9 -9 -9 -9 -9 1934.25 1.61 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 15 0 0 -999 -9 -9 -9 -9 -9 1932.91 1.78 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 16 0 0 -999 -9 -9 -9 -9 -9 1924.25 1.6 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 17 0 0 -999 -9 -9 -9 -9 -9 1921.68 0.37 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 18 0 0 -999 -9 -9 -9 -9 -9 1921.56 0.26 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 19 0 0 -999 -9 -9 -9 -9 -9 1922.91 0.51 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 20 0 0 -999 -9 -9 -9 -9 -9 1924.84 0.4 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 21 0 0 -999 -9 -9 -9 -9 -9 1924.55 0.39 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 22 0 0 -999 -9 -9 -9 -9 -9 1923.98 0.11 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 3 23 0 0 -999 -9 -9 -9 -9 -9 1923.87 0.32 39 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 0 0 0 -999 -9 -9 -9 -9 -9 1923.71 0.17 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 1 0 0 -999 -9 -9 -9 -9 -9 1924.14 0.2 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 2 0 0 -999 -9 -9 -9 -9 -9 1924.91 0.42 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 3 0 0 -999 -9 -9 -9 -9 -9 1925.99 0.62 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 4 0 0 -999 -9 -9 -9 -9 -9 1926.2 0.32 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
