TIME,HOUR,MINUTE,SECOND,OZONE,TEMPERATURE,HUMIDITY,DEWPOINT,PRESSURE,WIND_DIR,W_SPEED,"TOTAL RAD",DIFFUSE_RAD,"DIRECT RAD",,,,
01.07.11,,,,,,,,,,,,,,,,,
,0,0,2,1,,,,,,,,,,,,,
,23,59,59,38.1,6.2,47,-4.1,658.8,268,0,0,0,0,1,0,1,
0.00068287037037037,0,0,59,39.2,6.4,47,-4.2,658.8,265,0,0,0,0,2,0,1,
0.00137731481481481,0,1,59,39,6.4,47,-4.1,658.8,269,50,0,0,0,0,3,0,1
0.00207175925925926,0,2,59,42.2,6.4,47,-4.1,658.8,307,0,0,0,0,0,4,0,1
0.0027662037037037,0,3,59,35.6,6.2,48,-3.9,658.8,337,0,0,0,0,0,5,0,1
0.00346064814814815,0,4,59,37,6,48,-4.1,658.8,346,0,0,0,0,0,6,0,1
0.00415509259259259,0,5,59,37,5.9,49,-4.1,658.8,38,0,0,0,0,0,7,0,1
0.00484953703703704,0,6,59,37.7,5.8,49,-4.1,658.8,31,0,0,0,0,0,8,0,1
0.00554398148148148,0,7,59,37.6,5.8,48,-4.2,658.8,52,0,0,0,0,0,9,0,1
0.00623842592592593,0,8,59,36.9,5.8,47,-4.3,658.8,41,0,0,0,0,0,10,0,1
0.00693287037037037,0,9,59,38.5,5.9,47,-4.5,658.8,42,0,0,0,0,0,11,0,1
0.00762731481481482,0,10,59,38.8,6,46,-4.5,658.8,15,0,0,0,0,0,12,0,1
0.00832175925925926,0,11,59,39.8,6.1,46,-4.6,658.8,289,3,0,0,0,0,13,0,1
0.0090162037037037,0,12,59,41.1,6.2,47,-4.6,658.8,276,6,0,0,0,0,14,0,1
0.00971064814814815,0,13,59,41.2,6.2,48,-4.3,658.8,296,0,0,0,0,15,0,1,
0.0104050925925926,0,14,59,38.7,6.2,49,-3.9,658.8,256,6,0,0,0,0,16,0,1
0.011099537037037,0,15,59,37.2,6,49,-3.8,658.8,263,0,0,0,0,0,17,0,1
0.0117939814814815,0,16,59,46.4,5.9,50,-4.1,658.8,274,0,0,0,0,0,18,0,1
0.0124884259259259,0,17,59,37.5,5.9,52,-3.5,658.8,269,2,0,0,0,0,19,0,1
0.0131828703703704,0,18,59,38,5.9,52,-3.3,658.8,274,0,0,0,0,0,20,0,1
0.0138773148148148,0,19,59,43.6,5.8,53,-3.2,658.8,274,14,0,0,0,0,21,0,1
0.0145717592592593,0,20,59,42.7,5.7,56,-2.9,658.8,257,0,0,0,0,22,0,1,
0.0152662037037037,0,21,59,45.5,5.6,58,-2.3,658.8,256,0,0,0,0,23,0,1,
0.0159606481481481,0,22,59,42.2,5.6,60,-1.9,658.8,253,0,0,0,0,24,0,1,
0.0166550925925926,0,23,59,37.4,5.5,61,-1.6,658.8,243,0,0,0,0,25,0,1,
0.017349537037037,0,24,59,35.6,5.4,62,-1.4,658.8,243,0,0,0,0,26,0,1,
0.0180439814814815,0,25,59,35.9,5.3,61,-1.4,658.8,248,3,0,0,0,0,27,0,1
0.0187384259259259,0,26,59,38.5,5.1,62,-1.7,658.8,203,0,0,0,0,0,28,0,1
0.0194328703703704,0,27,59,34.4,5.1,63,-1.4,658.8,249,0,0,0,0,0,29,0,1
0.0201273148148148,0,28,59,35.6,5.1,63,-1.4,658.8,32,0,0,0,0,0,30,0,1
0.0208217592592593,0,29,59,36.9,5.1,63,-1.5,658.8,109,0,0,0,0,0,31,0,1
0.0215162037037037,0,30,59,37,5.2,62,-1.4,658.9,80,0,0,0,0,0,32,0,1
0.0222106481481481,0,31,59,35.6,5.3,62,-1.4,658.9,33,4,0,0,0,0,33,0,1
0.0229050925925926,0,32,59,36,5.3,61,-1.4,658.9,53,24,0,0,0,0,34,0,1
0.023599537037037,0,33,59,36.5,5.2,61,-1.5,658.9,80,2,0,0,0,0,35,0,1
0.0242939814814815,0,34,59,36.1,4.9,63,-1.7,658.9,90,0,0,0,0,0,36,0,1
0.0249884259259259,0,35,59,32.8,4.8,62,-1.6,658.9,93,4,0,0,0,0,37,0,1
0.0256828703703704,0,36,59,33.6,4.6,62,-1.9,658.8,109,0,0,0,0,38,0,1,
0.0263773148148148,0,37,59,36.8,4.5,62,-2.1,658.9,132,0,0,0,0,39,0,1,
