12:33:08   14.08.2022              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 01.01.2020 00:00  -  31.12.2020 23:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
  10769	Mont Kenya              3678 m.ü.M.	     0/      0
Anzahl Parameter  6
    90  Luftdruck auf Barometerhöhe (QFE); Momentanwert  [hPa]
    91  Lufttemperatur 2 m über Boden; Momentanwert  [°C]
   196  Windgeschwindigkeit skalar; Zehnminutenmittel  [m/s]
   197  Windrichtung; Zehnminutenmittel  [°]
   321  Original Luftfeuchtigkeit 2 m über Boden; Momentanwert  [%]
   285  Original Globalstrahlung; Zehnminutenmittel  [W/m²]

  STA JAHR MO TG HH MM    90    91   196   197   321   285
10769 2020  1  3 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 14  0 661.2  10.3   3.5   118  64.6   425 
10769 2020  1  3 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 15  0 661.5   8.9   5.8   109  65.1   103 
10769 2020  1  3 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 16  0 661.5   6.5   6.6   122  71.6     0 
10769 2020  1  3 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 17  0 661.8   5.3   7.8   128  85.9     0 
10769 2020  1  3 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 18  0 661.9   5.5   9.5   132  79.4     0 
10769 2020  1  3 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 19  0 662.0   5.7   9.0   122  84.0     0 
10769 2020  1  3 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 20  0 661.9   5.1  12.5   100  94.9     0 
10769 2020  1  3 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 21  0 661.6   4.3  11.8   109  90.6     0 
10769 2020  1  3 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 22  0 661.1   4.2  11.5   115  86.0     0 
10769 2020  1  3 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 23  0 660.7   3.5  12.9   121  85.6     0 
10769 2020  1  3 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  3 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  0  0 660.2   3.4  12.5   114  86.5     0 
10769 2020  1  4  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  1  0 660.0   3.9   8.3   111  77.8     0 
10769 2020  1  4  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  2  0 660.1   3.8  11.0   114  69.8     0 
10769 2020  1  4  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  3  0 660.5   4.3   9.7   108  66.6     0 
10769 2020  1  4  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  4  0 660.9   4.3  10.6   110  71.3    33 
10769 2020  1  4  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  5  0 661.6   5.6  12.2   105  58.3   170 
10769 2020  1  4  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  6  0 661.8   6.9  12.6   102  52.2   355 
10769 2020  1  4  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  7  0 661.8   9.0   8.2   105  46.1   714 
10769 2020  1  4  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  8  0 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  9  0 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 10  0 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 11  0 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 12  0 660.3  11.2   4.6   108  36.5   836 
10769 2020  1  4 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 13  0 660.5   7.9   4.5   316  85.9   163 
10769 2020  1  4 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 14  0 660.5   8.2   4.9    90  42.9   188 
10769 2020  1  4 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 15  0 660.6   6.6   4.6   129  49.3    93 
10769 2020  1  4 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 16  0 660.9   5.5   8.4   140  40.3     0 
10769 2020  1  4 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 17  0 661.0   4.8   8.5   137  46.7     0 
10769 2020  1  4 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 18  0 661.6   5.8   7.6   142  41.3     0 
10769 2020  1  4 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 19  0 661.3   6.4  10.5   122  40.3     0 
10769 2020  1  4 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 20  0 661.3   6.6   8.7   130  49.5     0 
10769 2020  1  4 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 21  0 661.2   6.8   9.0   126  44.4     0 
10769 2020  1  4 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 22  0 660.9   6.7   7.4   123  52.6     0 
10769 2020  1  4 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 23  0 660.6   6.5   6.8   128  44.2     0 
10769 2020  1  4 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  4 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  0  0 660.5   6.3   6.0   137  48.0     0 
10769 2020  1  5  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  1  0 660.5   6.6   6.8   131  33.8     0 
10769 2020  1  5  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  2  0 660.4   5.1   7.8   146  40.9     0 
10769 2020  1  5  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  3  0 660.7   6.0   7.4   139  40.9     0 
10769 2020  1  5  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  4  0 661.1   6.5   6.1   138  51.4    33 
10769 2020  1  5  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  5  0 661.6   8.4   6.0   112  55.2   155 
10769 2020  1  5  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  6  0 661.7  10.6   6.6    28  51.4   639 
10769 2020  1  5  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  7  0 661.6   9.3   6.9    25  62.3   657 
10769 2020  1  5  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  8  0 661.4   9.6   3.8    45  56.7   389 
10769 2020  1  5  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  9  0 661.3   9.5   2.1   262  57.3   969 
10769 2020  1  5  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 10  0 660.9   7.7   1.0   296  65.5   155 
10769 2020  1  5 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 11  0 660.3   8.5   1.4   225  65.4   196 
10769 2020  1  5 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 12  0 659.6  10.5   8.7    51  53.5   354 
10769 2020  1  5 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 13  0 659.6   9.3   6.5     0  70.3   210 
10769 2020  1  5 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 14  0 659.7   7.7   5.7    34  77.6   149 
10769 2020  1  5 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 15  0 660.1   7.3   6.7   150  74.4    84 
10769 2020  1  5 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 16  0 660.6   8.0   3.8   132  59.5     0 
10769 2020  1  5 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 17  0 661.0   6.4   1.8   270  73.7     0 
10769 2020  1  5 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 18  0 661.0   5.1   3.9   136  71.5     0 
10769 2020  1  5 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 19  0 661.3   6.9   6.7   129  42.9     0 
10769 2020  1  5 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 20  0 661.2   8.1   5.8   123  41.4     0 
10769 2020  1  5 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 21  0 661.1   8.1   4.7   111  39.3     0 
10769 2020  1  5 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 22  0 661.0   6.7   0.6   232  60.0     0 
10769 2020  1  5 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 23  0 660.5   6.9   3.3   144  42.0     0 
10769 2020  1  5 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  5 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  0  0 660.4   7.3   2.6   119  38.3     0 
10769 2020  1  6  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  1  0 660.2   7.7   3.9   117  41.8     0 
10769 2020  1  6  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  2  0 660.2   7.1   3.1   122  49.4     0 
10769 2020  1  6  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  3  0 660.6   5.6   3.3    84  57.2     0 
10769 2020  1  6  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  4  0 660.6   6.9   7.3   137  50.9    24 
10769 2020  1  6  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  1  6  4 50 32767 32767 32767 32767 32767 32767 
